phase,run_id,algorithm,trial,H,qa,phi,fc,fy,max_iter,total_cost,iter_to_best,is_valid,fs_ot,fs_sl,fs_bc,tt,tb,tbase,base_w,ltoe,lheel,stem_db_mm,stem_sp_m,toe_db_mm,toe_sp_m,heel_db_mm,heel_sp_m,runtime_sec,timestamp
A3,A3_BA_H3_fc240_t01,BA,1,3.0,30.0,30.0,240,4000,5000,2849.23,27,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.35,2569-04-26 16:51:58
A3,A3_BA_H3_fc240_t02,BA,2,3.0,30.0,30.0,240,4000,5000,2849.23,26,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:51:59
A3,A3_BA_H3_fc240_t03,BA,3,3.0,30.0,30.0,240,4000,5000,2849.23,90,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.31,2569-04-26 16:51:59
A3,A3_BA_H3_fc240_t04,BA,4,3.0,30.0,30.0,240,4000,5000,2849.23,27,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:51:59
A3,A3_BA_H3_fc240_t05,BA,5,3.0,30.0,30.0,240,4000,5000,2849.23,74,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:00
A3,A3_BA_H3_fc240_t06,BA,6,3.0,30.0,30.0,240,4000,5000,2849.23,67,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:00
A3,A3_BA_H3_fc240_t07,BA,7,3.0,30.0,30.0,240,4000,5000,2849.23,124,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:00
A3,A3_BA_H3_fc240_t08,BA,8,3.0,30.0,30.0,240,4000,5000,2849.23,86,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:01
A3,A3_BA_H3_fc240_t09,BA,9,3.0,30.0,30.0,240,4000,5000,2849.23,155,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:01
A3,A3_BA_H3_fc240_t10,BA,10,3.0,30.0,30.0,240,4000,5000,2849.23,164,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:01
A3,A3_BA_H3_fc240_t11,BA,11,3.0,30.0,30.0,240,4000,5000,2849.23,38,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:02
A3,A3_BA_H3_fc240_t12,BA,12,3.0,30.0,30.0,240,4000,5000,2849.23,164,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.34,2569-04-26 16:52:02
A3,A3_BA_H3_fc240_t13,BA,13,3.0,30.0,30.0,240,4000,5000,2849.23,69,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:02
A3,A3_BA_H3_fc240_t14,BA,14,3.0,30.0,30.0,240,4000,5000,2849.23,76,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:03
A3,A3_BA_H3_fc240_t15,BA,15,3.0,30.0,30.0,240,4000,5000,2849.23,63,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:03
A3,A3_BA_H3_fc240_t16,BA,16,3.0,30.0,30.0,240,4000,5000,2849.23,164,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:03
A3,A3_BA_H3_fc240_t17,BA,17,3.0,30.0,30.0,240,4000,5000,2849.23,48,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:04
A3,A3_BA_H3_fc240_t18,BA,18,3.0,30.0,30.0,240,4000,5000,2849.23,112,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:04
A3,A3_BA_H3_fc240_t19,BA,19,3.0,30.0,30.0,240,4000,5000,2849.23,87,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:04
A3,A3_BA_H3_fc240_t20,BA,20,3.0,30.0,30.0,240,4000,5000,2849.23,78,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:05
A3,A3_BA_H3_fc240_t21,BA,21,3.0,30.0,30.0,240,4000,5000,2849.23,43,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:05
A3,A3_BA_H3_fc240_t22,BA,22,3.0,30.0,30.0,240,4000,5000,2849.23,82,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:05
A3,A3_BA_H3_fc240_t23,BA,23,3.0,30.0,30.0,240,4000,5000,2849.23,84,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.31,2569-04-26 16:52:06
A3,A3_BA_H3_fc240_t24,BA,24,3.0,30.0,30.0,240,4000,5000,3008.99,18,1,5.386,3.069,4.872,0.200,0.250,0.300,1.500,0.400,0.850,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:06
A3,A3_BA_H3_fc240_t25,BA,25,3.0,30.0,30.0,240,4000,5000,2849.23,45,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.43,2569-04-26 16:52:06
A3,A3_BA_H3_fc240_t26,BA,26,3.0,30.0,30.0,240,4000,5000,2849.23,144,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:07
A3,A3_BA_H3_fc240_t27,BA,27,3.0,30.0,30.0,240,4000,5000,2849.23,132,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:07
A3,A3_BA_H3_fc240_t28,BA,28,3.0,30.0,30.0,240,4000,5000,2849.23,105,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:07
A3,A3_BA_H3_fc240_t29,BA,29,3.0,30.0,30.0,240,4000,5000,2849.23,113,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:07
A3,A3_BA_H3_fc240_t30,BA,30,3.0,30.0,30.0,240,4000,5000,2849.23,73,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:08
A3,A3_HCA_H3_fc240_t01,HCA,1,3.0,30.0,30.0,240,4000,5000,2849.23,303,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:08
A3,A3_HCA_H3_fc240_t02,HCA,2,3.0,30.0,30.0,240,4000,5000,2849.23,147,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:08
A3,A3_HCA_H3_fc240_t03,HCA,3,3.0,30.0,30.0,240,4000,5000,2849.23,581,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:08
A3,A3_HCA_H3_fc240_t04,HCA,4,3.0,30.0,30.0,240,4000,5000,2849.23,499,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:08
A3,A3_HCA_H3_fc240_t05,HCA,5,3.0,30.0,30.0,240,4000,5000,2849.23,251,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:09
A3,A3_HCA_H3_fc240_t06,HCA,6,3.0,30.0,30.0,240,4000,5000,2849.23,418,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:09
A3,A3_HCA_H3_fc240_t07,HCA,7,3.0,30.0,30.0,240,4000,5000,2849.23,296,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:09
A3,A3_HCA_H3_fc240_t08,HCA,8,3.0,30.0,30.0,240,4000,5000,2849.23,645,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:09
A3,A3_HCA_H3_fc240_t09,HCA,9,3.0,30.0,30.0,240,4000,5000,2849.23,284,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:09
A3,A3_HCA_H3_fc240_t10,HCA,10,3.0,30.0,30.0,240,4000,5000,2849.23,853,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:10
A3,A3_HCA_H3_fc240_t11,HCA,11,3.0,30.0,30.0,240,4000,5000,2849.23,426,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:10
A3,A3_HCA_H3_fc240_t12,HCA,12,3.0,30.0,30.0,240,4000,5000,2849.23,619,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:10
A3,A3_HCA_H3_fc240_t13,HCA,13,3.0,30.0,30.0,240,4000,5000,2849.23,421,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:10
A3,A3_HCA_H3_fc240_t14,HCA,14,3.0,30.0,30.0,240,4000,5000,2849.23,766,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:10
A3,A3_HCA_H3_fc240_t15,HCA,15,3.0,30.0,30.0,240,4000,5000,2849.23,741,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:10
A3,A3_HCA_H3_fc240_t16,HCA,16,3.0,30.0,30.0,240,4000,5000,2849.23,267,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.16,2569-04-26 16:52:11
A3,A3_HCA_H3_fc240_t17,HCA,17,3.0,30.0,30.0,240,4000,5000,2849.23,816,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:11
A3,A3_HCA_H3_fc240_t18,HCA,18,3.0,30.0,30.0,240,4000,5000,2849.23,331,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:11
A3,A3_HCA_H3_fc240_t19,HCA,19,3.0,30.0,30.0,240,4000,5000,2849.23,255,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:11
A3,A3_HCA_H3_fc240_t20,HCA,20,3.0,30.0,30.0,240,4000,5000,2849.23,324,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.19,2569-04-26 16:52:11
A3,A3_HCA_H3_fc240_t21,HCA,21,3.0,30.0,30.0,240,4000,5000,2849.23,581,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:11
A3,A3_HCA_H3_fc240_t22,HCA,22,3.0,30.0,30.0,240,4000,5000,2849.23,245,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:12
A3,A3_HCA_H3_fc240_t23,HCA,23,3.0,30.0,30.0,240,4000,5000,2849.23,411,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:12
A3,A3_HCA_H3_fc240_t24,HCA,24,3.0,30.0,30.0,240,4000,5000,2849.23,364,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.17,2569-04-26 16:52:12
A3,A3_HCA_H3_fc240_t25,HCA,25,3.0,30.0,30.0,240,4000,5000,2849.23,161,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:12
A3,A3_HCA_H3_fc240_t26,HCA,26,3.0,30.0,30.0,240,4000,5000,2849.23,1068,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:12
A3,A3_HCA_H3_fc240_t27,HCA,27,3.0,30.0,30.0,240,4000,5000,2849.23,108,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:13
A3,A3_HCA_H3_fc240_t28,HCA,28,3.0,30.0,30.0,240,4000,5000,2849.23,367,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:13
A3,A3_HCA_H3_fc240_t29,HCA,29,3.0,30.0,30.0,240,4000,5000,2849.23,674,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:13
A3,A3_HCA_H3_fc240_t30,HCA,30,3.0,30.0,30.0,240,4000,5000,2849.23,431,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.18,2569-04-26 16:52:13
A3,A3_BA_H3_fc280_t01,BA,1,3.0,30.0,30.0,280,4000,5000,2942.29,50,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:13
A3,A3_BA_H3_fc280_t02,BA,2,3.0,30.0,30.0,280,4000,5000,2942.29,181,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:14
A3,A3_BA_H3_fc280_t03,BA,3,3.0,30.0,30.0,280,4000,5000,2942.29,141,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:14
A3,A3_BA_H3_fc280_t04,BA,4,3.0,30.0,30.0,280,4000,5000,2942.29,165,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:14
A3,A3_BA_H3_fc280_t05,BA,5,3.0,30.0,30.0,280,4000,5000,2942.29,116,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:15
A3,A3_BA_H3_fc280_t06,BA,6,3.0,30.0,30.0,280,4000,5000,2942.29,6,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:15
A3,A3_BA_H3_fc280_t07,BA,7,3.0,30.0,30.0,280,4000,5000,2942.29,45,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:15
A3,A3_BA_H3_fc280_t08,BA,8,3.0,30.0,30.0,280,4000,5000,2942.29,71,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.47,2569-04-26 16:52:16
A3,A3_BA_H3_fc280_t09,BA,9,3.0,30.0,30.0,280,4000,5000,2942.29,99,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.31,2569-04-26 16:52:16
A3,A3_BA_H3_fc280_t10,BA,10,3.0,30.0,30.0,280,4000,5000,2942.29,95,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:16
A3,A3_BA_H3_fc280_t11,BA,11,3.0,30.0,30.0,280,4000,5000,2942.29,96,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.30,2569-04-26 16:52:17
A3,A3_BA_H3_fc280_t12,BA,12,3.0,30.0,30.0,280,4000,5000,2942.29,56,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.31,2569-04-26 16:52:17
A3,A3_BA_H3_fc280_t13,BA,13,3.0,30.0,30.0,280,4000,5000,2942.29,68,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:17
A3,A3_BA_H3_fc280_t14,BA,14,3.0,30.0,30.0,280,4000,5000,2942.29,136,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:18
A3,A3_BA_H3_fc280_t15,BA,15,3.0,30.0,30.0,280,4000,5000,2942.29,117,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:18
A3,A3_BA_H3_fc280_t16,BA,16,3.0,30.0,30.0,280,4000,5000,2942.29,73,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:18
A3,A3_BA_H3_fc280_t17,BA,17,3.0,30.0,30.0,280,4000,5000,2942.29,25,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:19
A3,A3_BA_H3_fc280_t18,BA,18,3.0,30.0,30.0,280,4000,5000,2942.29,53,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:19
A3,A3_BA_H3_fc280_t19,BA,19,3.0,30.0,30.0,280,4000,5000,2942.29,38,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:19
A3,A3_BA_H3_fc280_t20,BA,20,3.0,30.0,30.0,280,4000,5000,2942.29,49,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:20
A3,A3_BA_H3_fc280_t21,BA,21,3.0,30.0,30.0,280,4000,5000,2942.29,35,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:20
A3,A3_BA_H3_fc280_t22,BA,22,3.0,30.0,30.0,280,4000,5000,2942.29,192,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:20
A3,A3_BA_H3_fc280_t23,BA,23,3.0,30.0,30.0,280,4000,5000,2942.29,77,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:21
A3,A3_BA_H3_fc280_t24,BA,24,3.0,30.0,30.0,280,4000,5000,2942.29,156,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.34,2569-04-26 16:52:21
A3,A3_BA_H3_fc280_t25,BA,25,3.0,30.0,30.0,280,4000,5000,2942.29,167,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:21
A3,A3_BA_H3_fc280_t26,BA,26,3.0,30.0,30.0,280,4000,5000,2942.29,50,1,5.172,2.940,5.700,0.200,0.200,0.300,1.500,0.600,0.700,12,0.25,12,0.25,12,0.25,0.32,2569-04-26 16:52:22
A3,A3_BA_H3_fc280_t27,BA,27,3.0,30.0,30.0,280,4000,5000,2942.29,33,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.31,2569-04-26 16:52:22
A3,A3_BA_H3_fc280_t28,BA,28,3.0,30.0,30.0,280,4000,5000,2942.29,70,1,5.399,3.084,4.762,0.200,0.200,0.300,1.500,0.400,0.900,12,0.25,12,0.25,12,0.25,0.33,2569-04-26 16:52:22
A3,A3_BA_H3_fc280_t29,BA,29,3.0,30.0,30.0,280,4000,5000,2942.29,22,1,5.300,3.012,5.228,0.200,0.200,0.300,1.500,0.500,0.800,12,0.25,12,0.25,12,0.25,0.31,2569-04-26 16:52:23
