phase,run_id,algorithm,trial,H,qa,phi,fc,fy,max_iter,total_cost,iter_to_best,is_valid,fs_ot,fs_sl,fs_bc,tt,tb,tbase,base_w,ltoe,lheel,stem_db_mm,stem_sp_m,toe_db_mm,toe_sp_m,heel_db_mm,heel_sp_m,runtime_sec,timestamp
A3,A3_BA_H5_fc280_t30,BA,30,5.0,30.0,30.0,280,4000,5000,5659.82,586,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.36,2569-04-26 16:53:57
A3,A3_HCA_H5_fc280_t01,HCA,1,5.0,30.0,30.0,280,4000,5000,5659.82,4785,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.20,2569-04-26 16:53:57
A3,A3_HCA_H5_fc280_t02,HCA,2,5.0,30.0,30.0,280,4000,5000,5705.13,907,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.19,2569-04-26 16:53:57
A3,A3_HCA_H5_fc280_t03,HCA,3,5.0,30.0,30.0,280,4000,5000,5707.21,3764,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,16,0.15,25,0.25,0.20,2569-04-26 16:53:57
A3,A3_HCA_H5_fc280_t04,HCA,4,5.0,30.0,30.0,280,4000,5000,5659.82,811,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t05,HCA,5,5.0,30.0,30.0,280,4000,5000,5735.15,3594,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,20,0.15,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t06,HCA,6,5.0,30.0,30.0,280,4000,5000,5705.13,2574,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t07,HCA,7,5.0,30.0,30.0,280,4000,5000,5676.70,4002,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t08,HCA,8,5.0,30.0,30.0,280,4000,5000,5688.25,4264,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t09,HCA,9,5.0,30.0,30.0,280,4000,5000,5676.70,1076,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.18,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t10,HCA,10,5.0,30.0,30.0,280,4000,5000,5659.82,1263,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t11,HCA,11,5.0,30.0,30.0,280,4000,5000,5659.82,510,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t12,HCA,12,5.0,30.0,30.0,280,4000,5000,5659.82,3825,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t13,HCA,13,5.0,30.0,30.0,280,4000,5000,5676.70,595,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.19,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t14,HCA,14,5.0,30.0,30.0,280,4000,5000,5848.18,4584,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,25,0.25,25,0.25,0.19,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t15,HCA,15,5.0,30.0,30.0,280,4000,5000,5659.82,4577,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t16,HCA,16,5.0,30.0,30.0,280,4000,5000,5797.00,556,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.20,20,0.25,25,0.25,0.17,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t17,HCA,17,5.0,30.0,30.0,280,4000,5000,5735.15,2374,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,20,0.15,0.18,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t18,HCA,18,5.0,30.0,30.0,280,4000,5000,5770.00,2315,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,16,0.15,16,0.15,0.18,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t19,HCA,19,5.0,30.0,30.0,280,4000,5000,5688.25,4857,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.18,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t20,HCA,20,5.0,30.0,30.0,280,4000,5000,5744.52,3471,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,25,0.25,0.18,2569-04-26 16:54:01
A3,A3_HCA_H5_fc280_t21,HCA,21,5.0,30.0,30.0,280,4000,5000,5688.25,1795,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.18,2569-04-26 16:54:01
A3,A3_HCA_H5_fc280_t22,HCA,22,5.0,30.0,30.0,280,4000,5000,5659.82,1423,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:54:01
A3,A3_HCA_H5_fc280_t23,HCA,23,5.0,30.0,30.0,280,4000,5000,5659.82,1013,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.17,2569-04-26 16:54:01
A3,A3_HCA_H5_fc280_t24,HCA,24,5.0,30.0,30.0,280,4000,5000,5688.25,1128,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.18,2569-04-26 16:54:01
A3,A3_HCA_H5_fc280_t25,HCA,25,5.0,30.0,30.0,280,4000,5000,5659.82,3083,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:54:02
A3,A3_HCA_H5_fc280_t26,HCA,26,5.0,30.0,30.0,280,4000,5000,5688.25,2602,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.18,2569-04-26 16:54:02
A3,A3_HCA_H5_fc280_t27,HCA,27,5.0,30.0,30.0,280,4000,5000,5735.15,2831,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,20,0.15,0.18,2569-04-26 16:54:02
A3,A3_HCA_H5_fc280_t28,HCA,28,5.0,30.0,30.0,280,4000,5000,5659.82,1741,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:54:02
A3,A3_HCA_H5_fc280_t29,HCA,29,5.0,30.0,30.0,280,4000,5000,5735.15,2599,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,20,0.15,0.18,2569-04-26 16:54:02
A3,A3_HCA_H5_fc280_t30,HCA,30,5.0,30.0,30.0,280,4000,5000,5815.96,1124,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.20,16,0.15,25,0.25,0.18,2569-04-26 16:54:02
A3,A3_BA_H5_fc320_t01,BA,1,5.0,30.0,30.0,320,4000,5000,5816.99,239,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:54:03
A3,A3_BA_H5_fc320_t02,BA,2,5.0,30.0,30.0,320,4000,5000,5816.99,496,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:54:03
A3,A3_BA_H5_fc320_t03,BA,3,5.0,30.0,30.0,320,4000,5000,5833.87,999,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.31,2569-04-26 16:54:03
A3,A3_BA_H5_fc320_t04,BA,4,5.0,30.0,30.0,320,4000,5000,5862.30,1492,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.31,2569-04-26 16:54:04
A3,A3_BA_H5_fc320_t05,BA,5,5.0,30.0,30.0,320,4000,5000,5845.42,230,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.33,2569-04-26 16:54:04
A3,A3_BA_H5_fc320_t06,BA,6,5.0,30.0,30.0,320,4000,5000,5816.99,253,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.34,2569-04-26 16:54:04
A3,A3_BA_H5_fc320_t07,BA,7,5.0,30.0,30.0,320,4000,5000,5833.87,430,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.34,2569-04-26 16:54:05
A3,A3_BA_H5_fc320_t08,BA,8,5.0,30.0,30.0,320,4000,5000,5845.42,293,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.32,2569-04-26 16:54:05
A3,A3_BA_H5_fc320_t09,BA,9,5.0,30.0,30.0,320,4000,5000,5816.99,296,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:54:05
A3,A3_BA_H5_fc320_t10,BA,10,5.0,30.0,30.0,320,4000,5000,5862.30,2498,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.31,2569-04-26 16:54:06
A3,A3_BA_H5_fc320_t11,BA,11,5.0,30.0,30.0,320,4000,5000,5816.99,3519,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.32,2569-04-26 16:54:06
A3,A3_BA_H5_fc320_t12,BA,12,5.0,30.0,30.0,320,4000,5000,5816.99,394,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.32,2569-04-26 16:54:06
A3,A3_BA_H5_fc320_t13,BA,13,5.0,30.0,30.0,320,4000,5000,5862.30,921,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.32,2569-04-26 16:54:07
A3,A3_BA_H5_fc320_t14,BA,14,5.0,30.0,30.0,320,4000,5000,5816.99,2669,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.32,2569-04-26 16:54:07
A3,A3_BA_H5_fc320_t15,BA,15,5.0,30.0,30.0,320,4000,5000,5833.87,1500,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.33,2569-04-26 16:54:07
A3,A3_BA_H5_fc320_t16,BA,16,5.0,30.0,30.0,320,4000,5000,5845.42,1487,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.33,2569-04-26 16:54:08
A3,A3_BA_H5_fc320_t17,BA,17,5.0,30.0,30.0,320,4000,5000,5833.87,1391,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.32,2569-04-26 16:54:08
A3,A3_BA_H5_fc320_t18,BA,18,5.0,30.0,30.0,320,4000,5000,5816.99,1577,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:54:08
A3,A3_BA_H5_fc320_t19,BA,19,5.0,30.0,30.0,320,4000,5000,5845.42,572,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.32,2569-04-26 16:54:09
A3,A3_BA_H5_fc320_t20,BA,20,5.0,30.0,30.0,320,4000,5000,5816.99,214,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:54:09
A3,A3_BA_H5_fc320_t21,BA,21,5.0,30.0,30.0,320,4000,5000,5816.99,219,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.32,2569-04-26 16:54:09
A3,A3_BA_H5_fc320_t22,BA,22,5.0,30.0,30.0,320,4000,5000,5833.87,1293,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.34,2569-04-26 16:54:10
A3,A3_BA_H5_fc320_t23,BA,23,5.0,30.0,30.0,320,4000,5000,5833.87,642,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.34,2569-04-26 16:54:10
A3,A3_BA_H5_fc320_t24,BA,24,5.0,30.0,30.0,320,4000,5000,5833.87,1272,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.33,2569-04-26 16:54:10
A3,A3_BA_H5_fc320_t25,BA,25,5.0,30.0,30.0,320,4000,5000,5845.42,208,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.32,2569-04-26 16:54:11
A3,A3_BA_H5_fc320_t26,BA,26,5.0,30.0,30.0,320,4000,5000,5816.99,1469,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.34,2569-04-26 16:54:11
A3,A3_BA_H5_fc320_t27,BA,27,5.0,30.0,30.0,320,4000,5000,5816.99,256,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:54:11
A3,A3_BA_H5_fc320_t28,BA,28,5.0,30.0,30.0,320,4000,5000,5862.30,245,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.32,2569-04-26 16:54:12
A3,A3_BA_H5_fc320_t29,BA,29,5.0,30.0,30.0,320,4000,5000,5833.87,1077,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.33,2569-04-26 16:54:12
A3,A3_BA_H5_fc320_t30,BA,30,5.0,30.0,30.0,320,4000,5000,5816.99,435,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.34,2569-04-26 16:54:12
A3,A3_HCA_H5_fc320_t01,HCA,1,5.0,30.0,30.0,320,4000,5000,5916.80,4267,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,16,0.10,0.18,2569-04-26 16:54:12
A3,A3_HCA_H5_fc320_t02,HCA,2,5.0,30.0,30.0,320,4000,5000,5862.30,2020,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.18,2569-04-26 16:54:13
A3,A3_HCA_H5_fc320_t03,HCA,3,5.0,30.0,30.0,320,4000,5000,5909.10,2408,1,2.420,1.907,2.333,0.200,0.200,0.300,2.500,0.900,1.400,12,0.25,20,0.20,25,0.25,0.18,2569-04-26 16:54:13
A3,A3_HCA_H5_fc320_t04,HCA,4,5.0,30.0,30.0,320,4000,5000,5816.99,662,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:54:13
A3,A3_HCA_H5_fc320_t05,HCA,5,5.0,30.0,30.0,320,4000,5000,5862.30,3275,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.18,2569-04-26 16:54:13
A3,A3_HCA_H5_fc320_t06,HCA,6,5.0,30.0,30.0,320,4000,5000,5816.99,787,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:54:13
A3,A3_HCA_H5_fc320_t07,HCA,7,5.0,30.0,30.0,320,4000,5000,5816.99,1967,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.17,2569-04-26 16:54:14
A3,A3_HCA_H5_fc320_t08,HCA,8,5.0,30.0,30.0,320,4000,5000,5816.99,1029,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:54:14
A3,A3_HCA_H5_fc320_t09,HCA,9,5.0,30.0,30.0,320,4000,5000,5862.30,481,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.17,2569-04-26 16:54:14
A3,A3_HCA_H5_fc320_t10,HCA,10,5.0,30.0,30.0,320,4000,5000,5863.88,4567,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,20,0.15,0.19,2569-04-26 16:54:14
A3,A3_HCA_H5_fc320_t11,HCA,11,5.0,30.0,30.0,320,4000,5000,5845.42,821,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.18,2569-04-26 16:54:14
A3,A3_HCA_H5_fc320_t12,HCA,12,5.0,30.0,30.0,320,4000,5000,5881.26,3644,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,16,0.15,16,0.10,0.19,2569-04-26 16:54:14
A3,A3_HCA_H5_fc320_t13,HCA,13,5.0,30.0,30.0,320,4000,5000,5816.99,2118,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.17,2569-04-26 16:54:15
A3,A3_HCA_H5_fc320_t14,HCA,14,5.0,30.0,30.0,320,4000,5000,5915.75,3291,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,20,0.25,16,0.15,0.18,2569-04-26 16:54:15
A3,A3_HCA_H5_fc320_t15,HCA,15,5.0,30.0,30.0,320,4000,5000,5816.99,4724,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:54:15
A3,A3_HCA_H5_fc320_t16,HCA,16,5.0,30.0,30.0,320,4000,5000,5845.42,2538,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.18,2569-04-26 16:54:15
A3,A3_HCA_H5_fc320_t17,HCA,17,5.0,30.0,30.0,320,4000,5000,5868.62,1164,1,2.420,1.907,2.333,0.200,0.200,0.300,2.500,0.900,1.400,12,0.25,16,0.15,16,0.10,0.17,2569-04-26 16:54:15
A3,A3_HCA_H5_fc320_t18,HCA,18,5.0,30.0,30.0,320,4000,5000,5852.63,4993,1,2.420,1.907,2.333,0.200,0.200,0.300,2.500,0.900,1.400,12,0.25,16,0.15,25,0.25,0.18,2569-04-26 16:54:15
A3,A3_HCA_H5_fc320_t19,HCA,19,5.0,30.0,30.0,320,4000,5000,5833.87,2572,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.18,2569-04-26 16:54:16
A3,A3_HCA_H5_fc320_t20,HCA,20,5.0,30.0,30.0,320,4000,5000,5942.62,1378,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.20,12,0.10,16,0.10,0.18,2569-04-26 16:54:16
A3,A3_HCA_H5_fc320_t21,HCA,21,5.0,30.0,30.0,320,4000,5000,6112.14,580,1,2.381,1.863,2.422,0.200,0.200,0.400,2.500,1.000,1.300,12,0.25,12,0.10,12,0.10,0.16,2569-04-26 16:54:16
A3,A3_HCA_H5_fc320_t22,HCA,22,5.0,30.0,30.0,320,4000,5000,5816.99,4134,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:54:16
A3,A3_HCA_H5_fc320_t23,HCA,23,5.0,30.0,30.0,320,4000,5000,5833.87,4398,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.17,2569-04-26 16:54:16
A3,A3_HCA_H5_fc320_t24,HCA,24,5.0,30.0,30.0,320,4000,5000,5989.59,421,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,20,0.25,20,0.20,0.17,2569-04-26 16:54:17
A3,A3_HCA_H5_fc320_t25,HCA,25,5.0,30.0,30.0,320,4000,5000,5862.30,1984,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.19,2569-04-26 16:54:17
A3,A3_HCA_H5_fc320_t26,HCA,26,5.0,30.0,30.0,320,4000,5000,5916.80,3267,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,16,0.10,0.17,2569-04-26 16:54:17
A3,A3_HCA_H5_fc320_t27,HCA,27,5.0,30.0,30.0,320,4000,5000,5816.99,4122,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:54:17
A3,A3_HCA_H5_fc320_t28,HCA,28,5.0,30.0,30.0,320,4000,5000,5964.71,3190,1,2.428,1.913,2.328,0.200,0.200,0.350,2.500,0.900,1.400,12,0.25,12,0.10,20,0.20,0.19,2569-04-26 16:54:17
A3,A3_HCA_H5_fc320_t29,HCA,29,5.0,30.0,30.0,320,4000,5000,5833.87,3888,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.16,2569-04-26 16:54:17
A3,A3_HCA_H5_fc320_t30,HCA,30,5.0,30.0,30.0,320,4000,5000,5833.87,4304,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.18,2569-04-26 16:54:18
